FOMD,TPR,Cut Ratio,Conductance,Flake-ODF,Separability,Density,Cohesiveness,Clustering Coefficient
0.4,0.872727273,7.38E-05,0.840627041,0.818181818,0.094794095,0.082154882,0.102040816,0.566472517
0.142857143,0.857142857,5.18E-05,0.782312925,0.571428571,0.139130435,0.761904762,0.714285714,0.80952381
0.466666667,0.866666667,0.00013688,0.902912621,0.866666667,0.053763441,0.333333333,0.076923077,0.754761905
0.166666667,1,4.21E-06,0.307692308,0.166666667,1.125,0.6,0.333333333,0.9
0,1,4.52E-05,0.74137931,1,0.174418605,1,0.6,1
0.166666667,0.5,7.41E-05,0.921568627,0.833333333,0.042553191,0.4,0.2,0.388888889
0.25,0.95,0.000101558,0.907042254,0.85,0.051242236,0.173684211,0.090909091,0.673809524
0,1,6.22E-05,0.766666667,1,0.152173913,1,0.666666667,1
0,1,0.000100923,0.842105263,0.857142857,0.09375,1,0.666666667,1
0,1,5.36E-05,0.772727273,0.833333333,0.147058824,1,0.8,1
0.450980392,0.921568627,9.65E-05,0.87844682,0.725490196,0.069186419,0.084705882,0.011235955,0.645262036
0,1,0.000129308,0.872340426,0.857142857,0.073170732,1,0.666666667,1
0.333333333,1,0.000106179,0.935185185,1,0.034653465,0.466666667,0.142857143,0.777777778
0.142857143,0.571428571,0.000163099,0.952631579,1,0.024861878,0.428571429,0.2,0.5
0.4,0.84,2.98E-05,0.69005848,0.44,0.224576271,0.176666667,0.047619048,0.608730159
0,1,2.61E-05,0.58,0.285714286,0.362068966,1,0.666666667,1
0.473684211,0.684210526,4.70E-05,0.775342466,0.631578947,0.144876325,0.239766082,0.076923077,0.49352548
0.444444444,0.888888889,2.35E-05,0.736263736,0.444444444,0.179104478,0.333333333,0.142857143,0.611111111
0.375,0.75,9.46E-06,0.461538462,0.25,0.583333333,0.5,0.428571429,0.595833333
0.375,1,2.33E-05,0.728395062,0.625,0.186440678,0.392857143,0.25,0.7875
0.111111111,0.555555556,0.000100223,0.934640523,0.666666667,0.034965035,0.277777778,0.333333333,0.459259259
0,0.666666667,7.10E-05,0.894039735,1,0.059259259,0.533333333,0.5,0.333333333
0.5,0.9375,1.77E-05,0.523255814,0.1875,0.455555556,0.341666667,0.2,0.754532967
0.3,1,1.67E-05,0.582417582,0.3,0.358490566,0.422222222,0.333333333,0.861111111
0.142857143,1,9.01E-07,0.076923077,0,6,0.571428571,0.333333333,0.914285714
0.428571429,1,2.84E-05,0.677419355,0.714285714,0.238095238,0.714285714,0.5,0.838095238
0.1,1,9.27E-05,0.844827586,0.9,0.091836735,0.6,0.333333333,0.95
0.111111111,0.777777778,4.87E-05,0.751351351,0.444444444,0.165467626,0.638888889,0.333333333,0.746031746
0.25,1,2.96E-05,0.619834711,0.625,0.306666667,0.821428571,0.47826087,0.836309524
0,1,0.000128782,0.890909091,1,0.06122449,1,0.8,1
0.333333333,0.666666667,4.56E-05,0.866666667,0.555555556,0.076923077,0.277777778,0.142857143,0.518518519
0.454545455,0.727272727,5.56E-05,0.836206897,0.727272727,0.097938144,0.345454545,0.222222222,0.629220779
0.333333333,1,3.21E-05,0.717647059,0.833333333,0.196721311,0.8,0.5,0.9
0.285714286,0.714285714,0.000163099,0.957671958,1,0.022099448,0.380952381,0.333333333,0.523809524
0,1,6.41E-05,0.802631579,0.666666667,0.12295082,1,0.6,1
0.222222222,0.333333333,7.92E-05,0.926229508,0.666666667,0.039823009,0.25,0.142857143,0.240740741
0.166666667,0.5,7.99E-05,0.926829268,1,0.039473684,0.4,0.333333333,0.361111111
0.416666667,0.777777778,7.37E-05,0.867905057,0.833333333,0.076099881,0.101587302,0.058823529,0.538977072
0.25,1,3.75E-05,0.785123967,0.625,0.136842105,0.464285714,0.076923077,0.875
0.166666667,0.666666667,6.57E-05,0.886524823,1,0.064,0.533333333,0.333333333,0.583333333
0.5,0.5,9.51E-05,0.937823834,0.666666667,0.033149171,0.4,0.333333333,0.25
0.351851852,0.962962963,6.28E-05,0.823754789,0.666666667,0.106976744,0.080363382,0.035714286,0.693527801
0.1,1,1.89E-05,0.576923077,0.3,0.366666667,0.488888889,0.076923077,0.916666667
0,1,2.58E-05,0.620253165,0.166666667,0.306122449,1,0.6,1
0.166666667,0.666666667,4.94E-05,0.854545455,0.5,0.085106383,0.533333333,0.333333333,0.583333333
0.413793103,0.827586207,2.80E-05,0.644110276,0.275862069,0.276264591,0.174876847,0.090909091,0.616475096
0,1,3.75E-05,0.597765363,0.666666667,0.336448598,1,0.625,1
0.4,0.64,4.43E-05,0.833729216,0.76,0.0997151,0.116666667,0.032258065,0.431047619
0.482758621,0.810344828,8.79E-05,0.841749089,0.810344828,0.094001237,0.091954023,0.15,0.469562239
0.142857143,0.571428571,2.43E-05,0.75,0.571428571,0.166666667,0.428571429,0.2,0.5
0.210526316,0.789473684,3.32E-05,0.735294118,0.473684211,0.18,0.210526316,0.090909091,0.609170654
0.142857143,0.714285714,3.74E-05,0.838383838,0.714285714,0.096385542,0.380952381,0.333333333,0.6
0.285714286,1,2.25E-05,0.694444444,0.428571429,0.22,0.523809524,0.4,0.857142857
0.380952381,0.761904762,4.88E-05,0.853018373,0.666666667,0.086153846,0.133333333,0.037037037,0.619312169
0,1,5.99E-05,0.76,0.428571429,0.157894737,1,0.666666667,1
0,1,2.26E-05,0.589041096,0.5,0.348837209,1,0.6,1
0.424242424,0.818181818,2.92E-05,0.67699115,0.636363636,0.238562092,0.138257576,0.018181818,0.532611833
0.142857143,1,3.92E-05,0.813084112,0.571428571,0.114942529,0.476190476,0.142857143,0.833333333
0.433333333,0.866666667,0.000159807,0.938271605,0.933333333,0.032894737,0.114942529,0.041666667,0.542222222
0.333333333,1,8.15E-05,0.917159763,0.666666667,0.04516129,0.466666667,0.142857143,0.777777778
0,1,2.63E-06,0.142857143,0,3,1,0.8,1
0.5,1,9.04E-05,0.757387247,0.5,0.160164271,0.278074866,0.03649635,0.902372872
0.142857143,1,4.51E-05,0.833333333,0.714285714,0.1,0.476190476,0.142857143,0.833333333
0.153846154,0.846153846,2.23E-05,0.597402597,0.461538462,0.336956522,0.397435897,0.333333333,0.697313797
0.111111111,1,6.31E-06,0.321428571,0.111111111,1.055555556,0.527777778,0.142857143,0.888888889
0.083333333,0.833333333,7.57E-05,0.9,0.75,0.055555556,0.242424242,0.090909091,0.663888889
0.1,0.9,2.21E-05,0.486111111,0.3,0.528571429,0.822222222,0.8,0.877777778
0.1,0.7,5.87E-05,0.877358491,0.6,0.069892473,0.288888889,0.076923077,0.583333333
0.375,0.75,4.53E-05,0.864661654,0.75,0.07826087,0.321428571,0.142857143,0.583333333
0,1,1.63E-05,0.508196721,0.166666667,0.483870968,1,0.8,1
0,1,6.52E-05,0.805194805,0.666666667,0.120967742,1,0.8,1
0.28,0.96,7.78E-05,0.802340702,0.76,0.123176661,0.253333333,0.064516129,0.757388167
0.1,0.9,4.57E-05,0.810055866,0.7,0.117241379,0.377777778,0.076923077,0.71
0.142857143,1,4.37E-05,0.801652893,0.714285714,0.12371134,0.571428571,0.333333333,0.914285714
0.409836066,0.901639344,2.84E-05,0.680297398,0.459016393,0.234972678,0.070491803,0.052631579,0.596497765
0.362068966,0.931034483,9.20E-05,0.878504673,0.844827586,0.069148936,0.070780399,0.038461538,0.652627258
0.142857143,1,4.15E-05,0.807017544,0.571428571,0.119565217,0.523809524,0.25,0.819047619
0.272727273,0.727272727,6.42E-05,0.848484848,0.727272727,0.089285714,0.363636364,0.272727273,0.491774892
0.5,0.666666667,2.79E-05,0.791044776,0.5,0.132075472,0.466666667,0.333333333,0.416666667
0.333333333,1,5.57E-05,0.883333333,0.666666667,0.066037736,0.466666667,0.142857143,0.777777778
0.038461538,0.961538462,1.52E-05,0.171939477,0.076923077,2.408,0.926153846,0.923076923,0.958461538
0.333333333,0.888888889,3.15E-05,0.762711864,0.666666667,0.155555556,0.388888889,0.076923077,0.722222222
0,1,2.63E-06,0.142857143,0,3,1,0.8,1
0.307692308,0.692307692,7.30E-05,0.903903904,0.461538462,0.053156146,0.205128205,0.125,0.492307692
0.386363636,0.75,5.79E-05,0.832817337,0.772727273,0.100371747,0.085623679,0.044776119,0.488833137
0.421052632,0.842105263,6.14E-05,0.860465116,0.684210526,0.081081081,0.175438596,0.083333333,0.61754386
0.307692308,0.807692308,6.59E-05,0.8688,0.846153846,0.075506446,0.126153846,0.076923077,0.578846154
0.5,0.833333333,3.23E-05,0.710982659,0.5,0.203252033,0.378787879,0.2,0.652777778
0,1,2.25E-06,0.106382979,0,4.2,1,0.666666667,1
0.473684211,0.894736842,0.000126325,0.922424242,0.894736842,0.042049934,0.187134503,0.076923077,0.646616541
0.333333333,0,0.000124403,0.956873315,1,0.022535211,0.222222222,0.2,0
0.111111111,0.888888889,5.96E-05,0.745614035,0.333333333,0.170588235,0.805555556,0.777777778,0.861111111
0.411764706,0.676470588,5.08E-05,0.840490798,0.764705882,0.094890511,0.092691622,0.019607843,0.492156863
0.142857143,1,6.33E-05,0.809798271,0.571428571,0.117437722,0.362637363,0.032258065,0.885034014
0.1,1,6.94E-05,0.814814815,0.4,0.113636364,0.555555556,0.142857143,0.904761905
0.260869565,0.869565217,2.99E-05,0.694267516,0.608695652,0.220183486,0.18972332,0.043478261,0.658626639
0.466666667,0.866666667,2.45E-05,0.614775726,0.333333333,0.313304721,0.167816092,0.071428571,0.721707045
0,1,1.10E-05,0.333333333,0.125,1,1,0.571428571,1
0,1,9.88E-05,0.862385321,1,0.079787234,1,0.6,1
0.473684211,0.894736842,6.49E-05,0.80952381,0.789473684,0.117647059,0.269005848,0.028571429,0.812865497
0.368421053,0.894736842,7.15E-05,0.843444227,0.684210526,0.092807425,0.233918129,0.083333333,0.727944862
0.333333333,1,8.41E-05,0.888888889,0.833333333,0.0625,0.666666667,0.4,0.805555556
0.117647059,1,2.78E-05,0.535714286,0.176470588,0.433333333,0.477941176,0.142857143,0.927464692
0.210526316,0.789473684,3.64E-05,0.737373737,0.578947368,0.178082192,0.228070175,0.032258065,0.686716792
0.307692308,0.846153846,4.73E-05,0.795918367,0.846153846,0.128205128,0.320512821,0.047619048,0.651282051
0.333333333,0.833333333,1.26E-05,0.631578947,0.5,0.291666667,0.466666667,0.333333333,0.611111111
0.433333333,0.633333333,6.06E-05,0.857142857,0.766666667,0.083333333,0.110344828,0.027027027,0.411666667
0,1,1.37E-05,0.464285714,0.166666667,0.576923077,1,0.6,1
0.333333333,0.833333333,5.73E-05,0.886178862,0.5,0.064220183,0.466666667,0.333333333,0.611111111
0.090909091,1,6.74E-05,0.818815331,0.545454545,0.110638298,0.472727273,0.047619048,0.933333333
0.142857143,0.714285714,2.39E-05,0.688311688,0.285714286,0.226415094,0.571428571,0.333333333,0.657142857
0.333333333,0.833333333,0.000117743,0.925619835,1,0.040178571,0.6,0.5,0.611111111
0.476923077,0.784615385,0.00014059,0.896626431,0.953846154,0.057645841,0.080288462,0.263157895,0.447703688
0.416666667,0.416666667,0.00013335,0.944168734,0.916666667,0.02956636,0.071428571,0.058823529,0.244179894
0.454545455,0.727272727,4.59E-05,0.816326531,0.727272727,0.1125,0.327272727,0.333333333,0.501298701
0.403846154,0.788461538,0.000128234,0.907296137,0.903846154,0.051087985,0.081447964,0.015873016,0.602623765
0.125,1,9.66E-05,0.897435897,0.875,0.057142857,0.5,0.142857143,0.866666667
0,1,9.46E-06,0.333333333,0.142857143,1,1,0.666666667,1
0,1,3.47E-05,0.6875,0.166666667,0.227272727,1,0.6,1
0,1,2.81E-05,0.471153846,0.272727273,0.56122449,1,0.6,1
0,1,1.63E-05,0.341317365,0.272727273,0.964912281,1,0.7,1
0,1,1.46E-05,0.397849462,0.125,0.756756757,1,0.571428571,1
0.428571429,1,0.000100923,0.861538462,0.857142857,0.080357143,0.857142857,0.6,0.914285714
0.166666667,0.833333333,3.15E-06,0.214285714,0,1.833333333,0.733333333,0.666666667,0.766666667
0,1,8.94E-06,0.361702128,0.333333333,0.882352941,1,0.8,1
0.333333333,0.583333333,5.62E-05,0.856,0.75,0.08411215,0.272727273,0.2,0.411111111
0.444444444,0.777777778,3.68E-05,0.801526718,0.777777778,0.123809524,0.361111111,0.333333333,0.52962963
0.454545455,0.772727273,3.24E-05,0.743421053,0.409090909,0.172566372,0.168831169,0.03030303,0.613311688
0.333333333,1,1.37E-05,0.541666667,0.166666667,0.423076923,0.733333333,0.454545455,0.866666667
0.333333333,0.888888889,0.000108633,0.93373494,0.888888889,0.035483871,0.305555556,0.142857143,0.651851852
0,1,4.22E-05,0.656441718,0.25,0.261682243,1,0.571428571,1
0.142857143,0.857142857,4.51E-07,0.03030303,0,16,0.761904762,0.714285714,0.80952381
0.166666667,0.5,0.000155064,0.960912052,0.5,0.020338983,0.4,0.333333333,0.361111111
0.285714286,0.971428571,7.44E-05,0.763401109,0.6,0.15496368,0.21512605,0.03125,0.792358277
0,1,5.99E-05,0.730769231,0.625,0.184210526,1,0.714285714,1
0,1,5.31E-05,0.770992366,0.666666667,0.148514851,1,0.8,1
0,1,2.47E-05,0.61038961,0.333333333,0.319148936,1,0.6,1
0,1,6.31E-05,0.8,0.833333333,0.125,1,0.6,1
0.4375,0.8125,1.40E-05,0.550387597,0.25,0.408450704,0.241666667,0.037037037,0.670833333
0.5,1,4.73E-06,0.257142857,0.166666667,1.444444444,0.866666667,0.75,0.9
0.333333333,0.5,1.89E-05,0.75,0.5,0.166666667,0.4,0.2,0.388888889
0.5,1,5.26E-06,0.384615385,0.166666667,0.8,0.533333333,0.25,0.777777778
0.391304348,0.695652174,4.53E-05,0.816831683,0.608695652,0.112121212,0.146245059,0.071428571,0.424637681
0.4,0.3,3.03E-05,0.827586207,0.6,0.104166667,0.222222222,0.111111111,0.15
0,1,2.39E-05,0.557894737,0.571428571,0.396226415,1,0.666666667,1
0,1,1.58E-06,0.090909091,0,5,1,0.8,1
0.333333333,1,3.05E-05,0.707317073,0.5,0.206896552,0.8,0.5,0.844444444
0.454545455,0.909090909,3.36E-05,0.715447154,0.575757576,0.198863636,0.132575758,0.111111111,0.626505313
0.166666667,1,7.88E-06,0.454545455,0.333333333,0.6,0.6,0.333333333,0.9
0.176470588,0.705882353,6.22E-05,0.879265092,0.823529412,0.068656716,0.169117647,0.125,0.425490196
0.42,0.82,0.000138536,0.898527005,0.84,0.056466302,0.10122449,0.071428571,0.624106847
0.44,0.88,0.000169056,0.930555556,0.96,0.037313433,0.166666667,0.04,0.656666667
0.456140351,0.824561404,4.11E-05,0.772916667,0.561403509,0.14690027,0.068295739,0.047619048,0.562159186
0.333333333,1,3.47E-05,0.825,0.5,0.106060606,0.466666667,0.142857143,0.777777778
0,1,1.05E-06,0.0625,0,7.5,1,0.6,1
0.166666667,1,1.63E-05,0.632653061,0.166666667,0.290322581,0.6,0.333333333,0.9
0.083333333,0.833333333,4.07E-05,0.701357466,0.583333333,0.212903226,0.5,0.411764706,0.790740741
0.142857143,1,5.68E-05,0.863013699,0.428571429,0.079365079,0.476190476,0.142857143,0.833333333
0,1,5.26E-06,0.25,0.166666667,1.5,1,0.6,1
0,1,4.73E-05,0.75,1,0.166666667,1,0.6,1
0,1,3.89E-05,0.711538462,0.5,0.202702703,1,0.8,1
0,1,1.26E-05,0.444444444,0.333333333,0.625,1,0.6,1
0.390243902,0.804878049,4.06E-05,0.76300578,0.707317073,0.15530303,0.1,0.037037037,0.578717488
0.2,0.5,3.69E-05,0.841726619,0.7,0.094017094,0.244444444,0.2,0.353333333
0.466666667,0.6,5.91E-05,0.848942598,0.866666667,0.088967972,0.238095238,0.142857143,0.444444444
0,1,9.91E-06,0.34375,0.142857143,0.954545455,1,0.666666667,1
0.375,0.8125,8.62E-05,0.82781457,0.5625,0.104,0.183467742,0.032258065,0.675103716
0.461538462,0.846153846,7.72E-05,0.895774648,0.653846154,0.058176101,0.113846154,0.058823529,0.591025641
0.142857143,1,2.75E-05,0.701149425,0.428571429,0.213114754,0.619047619,0.4,0.923809524
0.285714286,0.571428571,4.51E-06,0.357142857,0.285714286,0.9,0.428571429,0.428571429,0.4
0.142857143,1,6.76E-06,0.384615385,0.285714286,0.8,0.571428571,0.333333333,0.914285714
0.3,0.6,4.76E-05,0.87283237,0.7,0.072847682,0.244444444,0.142857143,0.383333333
0.4,0.4,0.000220456,0.966804979,0.9,0.017167382,0.266666667,0.2,0.3
0.470588235,1,0.00011113,0.871906841,0.823529412,0.07345576,0.323529412,0.222222222,0.830048383
0.285714286,0.857142857,3.00E-05,0.73480663,0.571428571,0.180451128,0.263736264,0.111111111,0.658673469
0,1,1.84E-05,0.538461538,0.333333333,0.428571429,1,0.6,1
0.333333333,1,6.15E-05,0.893129771,1,0.05982906,0.466666667,0.142857143,0.777777778
0,1,1.84E-05,0.538461538,0.5,0.428571429,1,0.6,1
0.25,0.8125,7.35E-05,0.890214797,0.875,0.061662198,0.191666667,0.058823529,0.620833333
0.307692308,0.923076923,6.70E-05,0.867924528,0.769230769,0.076086957,0.269230769,0.142857143,0.679487179
0,1,9.91E-06,0.34375,0.285714286,0.954545455,1,0.666666667,1
0,1,6.20E-05,0.797297297,0.5,0.127118644,1,0.6,1
0.365079365,0.904761905,3.28E-05,0.686192469,0.476190476,0.228658537,0.076804916,0.037037037,0.646919057
0.476190476,0.952380952,6.00E-05,0.806256307,0.761904762,0.120150188,0.111498258,0.023809524,0.691080877
0.181818182,1,6.08E-05,0.828125,0.727272727,0.103773585,0.4,0.076923077,0.866233766
0.166666667,0.25,4.76E-05,0.882926829,0.75,0.066298343,0.181818182,0.25,0.116666667
0.363636364,0.727272727,2.27E-05,0.675213675,0.636363636,0.240506329,0.345454545,0.333333333,0.481818182
0.444444444,1,1.93E-05,0.578947368,0.444444444,0.363636364,0.555555556,0.411764706,0.81005291
0.436619718,0.85915493,0.000104676,0.88372093,0.943661972,0.065789474,0.062374245,0.010526316,0.556345142
0.5,1,4.60E-05,0.640718563,0.409090909,0.280373832,0.38961039,0.047619048,0.865299852
0.470588235,1,5.36E-05,0.742930591,0.470588235,0.173010381,0.367647059,0.090909091,0.922154316
0,1,4.38E-05,0.480519481,0.1875,0.540540541,1,0.533333333,1
0.4,0.733333333,3.51E-05,0.784037559,0.533333333,0.137724551,0.219047619,0.111111111,0.520634921
0,1,7.88E-06,0.333333333,0.166666667,1,1,0.8,1
0.166666667,0.5,4.47E-05,0.87628866,0.666666667,0.070588235,0.4,0.333333333,0.361111111
0.41025641,0.923076923,6.24E-05,0.753665689,0.692307692,0.163424125,0.170040486,0.071428571,0.658651418
0.423076923,0.846153846,4.17E-05,0.788990826,0.692307692,0.13372093,0.141538462,0.117647059,0.626526252
0,1,2.47E-05,0.61038961,0.5,0.319148936,1,0.6,1
0.470588235,1,4.69E-05,0.708683473,0.470588235,0.205533597,0.382352941,0.333333333,0.839686784
0.142857143,1,1.58E-05,0.593220339,0.428571429,0.342857143,0.571428571,0.333333333,0.914285714
0.296296296,0.962962963,5.39E-05,0.790737564,0.666666667,0.132321041,0.173789174,0.034482759,0.798971193
0.285714286,0.714285714,0.000158143,0.951219512,1,0.025641026,0.428571429,0.333333333,0.404761905
0,1,2.52E-05,0.615384615,0.5,0.3125,1,0.8,1
0,1,2.37E-05,0.6,0.666666667,0.333333333,1,0.6,1
0,1,1.42E-05,0.473684211,0.333333333,0.555555556,1,0.6,1
0.338709677,0.806451613,0.000113253,0.864801865,0.85483871,0.078167116,0.092014807,0.029585799,0.606403006
0,1,1.68E-05,0.516129032,0.333333333,0.46875,1,0.6,1
0.444444444,0.666666667,0.000142633,0.894505495,1,0.058968059,0.205128205,0.090909091,0.55490456
0.5,0.8125,0.000121032,0.919161677,0.875,0.043973941,0.225,0.176470588,0.542857143
0.461538462,0.923076923,4.11E-05,0.755011136,0.846153846,0.162241888,0.169230769,0.066666667,0.694345825
0.4,0.9,3.49E-05,0.6925,0.58,0.222021661,0.100408163,0.009708738,0.731184743
0.5,0.681818182,6.28E-05,0.883064516,0.772727273,0.066210046,0.125541126,0.066666667,0.396969697
0.368421053,0.684210526,9.06E-05,0.91,0.578947368,0.049450549,0.157894737,0.125,0.454385965
0,1,6.90E-05,0.757575758,0.625,0.16,1,0.571428571,1
0.294117647,0.882352941,8.53E-06,0.46,0.235294118,0.586956522,0.198529412,0.047619048,0.666666667
0,1,1.66E-05,0.428571429,0.125,0.666666667,1,0.571428571,1
0.428571429,1,3.15E-05,0.660377358,0.714285714,0.257142857,0.857142857,0.6,0.914285714
0.333333333,1,2.84E-05,0.771428571,0.833333333,0.148148148,0.533333333,0.428571429,0.827777778
0.1,1,6.47E-05,0.823293173,0.7,0.107317073,0.488888889,0.076923077,0.916666667
0.3,0.9,9.97E-05,0.913294798,0.5,0.047468354,0.333333333,0.066666667,0.663333333
0.285714286,0.714285714,4.42E-05,0.830508475,0.857142857,0.102040816,0.476190476,0.333333333,0.523809524
0.363636364,0.636363636,0.000131335,0.927125506,0.872727273,0.03930131,0.060606061,0.066666667,0.36300669
0.142857143,1,0.000102275,0.91902834,0.857142857,0.044052863,0.476190476,0.142857143,0.833333333
0.485714286,0.928571429,3.47E-05,0.610451306,0.385714286,0.319066148,0.101863354,0.117647059,0.725690293
0.1875,0.9375,3.19E-05,0.723214286,0.4375,0.191358025,0.258333333,0.043478261,0.801785714
0,1,1.40E-05,0.424657534,0.142857143,0.677419355,1,0.666666667,1
0.290322581,0.806451613,4.33E-05,0.75,0.548387097,0.166666667,0.152688172,0.058823529,0.536019178
0.4,0.9,2.21E-05,0.729166667,0.4,0.185714286,0.288888889,0.076923077,0.653333333
0.125,0.875,1.22E-05,0.413333333,0.375,0.709677419,0.785714286,0.75,0.839285714
0,1,1.79E-05,0.53125,0.166666667,0.441176471,1,0.6,1
0.071428571,0.928571429,1.15E-05,0.586206897,0.428571429,0.352941176,0.197802198,0.066666667,0.571428571
0.357142857,0.571428571,3.40E-05,0.798941799,0.5,0.125827815,0.208791209,0.25,0.398809524
0.285714286,0.714285714,2.21E-05,0.753846154,0.571428571,0.163265306,0.380952381,0.333333333,0.504761905
0.466666667,0.888888889,9.13E-05,0.889344262,0.822222222,0.062211982,0.081818182,0.038961039,0.655802469
0.5,0.666666667,8.52E-05,0.920454545,0.833333333,0.043209877,0.466666667,0.333333333,0.444444444
0.433333333,0.866666667,7.76E-05,0.876484561,0.833333333,0.070460705,0.11954023,0.032258065,0.64484127
0.111111111,1,6.80E-05,0.829059829,0.555555556,0.103092784,0.555555556,0.25,0.873015873
0.333333333,1,4.84E-05,0.867924528,0.666666667,0.076086957,0.466666667,0.142857143,0.777777778
0.5,1,7.78E-05,0.902439024,0.833333333,0.054054054,0.533333333,0.25,0.777777778
0.173913043,1,0.000100928,0.872037915,0.695652174,0.073369565,0.213438735,0.022222222,0.811594203
0.444444444,1,0.000153138,0.923890063,1,0.041189931,0.5,0.142857143,0.848148148
0.285714286,1,0.000110385,0.897435897,0.571428571,0.057142857,0.666666667,0.454545455,0.828571429
0.5,0.85,4.79E-05,0.745098039,0.7,0.171052632,0.273684211,0.387755102,0.590024143
0.25,0.416666667,2.89E-05,0.808823529,0.916666667,0.118181818,0.196969697,0.111111111,0.288888889
0.233333333,0.9,5.10E-05,0.809682805,0.6,0.117525773,0.131034483,0.020408163,0.698253968
0.428571429,0.857142857,4.33E-05,0.827586207,0.571428571,0.104166667,0.476190476,0.5,0.547619048
0.333333333,1,4.14E-05,0.797297297,0.777777778,0.127118644,0.416666667,0.076923077,0.840740741
0.111111111,0.777777778,2.98E-05,0.739130435,0.555555556,0.176470588,0.416666667,0.285714286,0.694444444
0.166666667,1,2.63E-05,0.735294118,0.5,0.18,0.6,0.333333333,0.9
0.365853659,0.829268293,9.88E-05,0.844736842,0.658536585,0.091900312,0.143902439,0.044247788,0.696967396
0.350877193,0.842105263,5.81E-05,0.807544265,0.649122807,0.119161106,0.078320802,0.11627907,0.528042328
0.5,0.5,1.18E-05,0.6,0.375,0.333333333,0.357142857,0.4,0.325
0.441860465,0.88372093,6.65E-05,0.853245532,0.860465116,0.085997795,0.086378738,0.023255814,0.58691399
0.333333333,1,2.80E-06,0.16,0,2.625,0.583333333,0.529411765,0.84021164
0.2,1,5.14E-05,0.853403141,0.7,0.085889571,0.311111111,0.142857143,0.766666667
0.25,1,2.68E-05,0.723404255,0.75,0.191176471,0.464285714,0.076923077,0.875
0.235294118,0.764705882,4.68E-05,0.834437086,0.588235294,0.099206349,0.183823529,0.076923077,0.589215686
0.5,1,0.000144763,0.86440678,0.9,0.078431373,0.8,0.485714286,0.903571429
0,1,1.26E-05,0.444444444,0.166666667,0.625,1,0.6,1
0,1,0.000116166,0.880478088,0.666666667,0.067873303,1,0.6,1
0.484848485,0.787878788,8.96E-05,0.866790009,0.727272727,0.076840982,0.136363636,0.03030303,0.614141414
0.416666667,0.916666667,9.86E-05,0.903614458,0.75,0.053333333,0.303030303,0.25,0.672222222
0.333333333,0.888888889,0.000117394,0.90296496,0.777777778,0.053731343,0.5,0.294117647,0.715873016
0,1,1.68E-05,0.516129032,0.5,0.46875,1,0.6,1
0.486842105,0.894736842,9.31E-05,0.823184153,0.710526316,0.107397504,0.084561404,0.08,0.677453824
0.444444444,0.87037037,5.95E-05,0.792834891,0.648148148,0.13064833,0.092941999,0.058823529,0.635928626
0.166666667,0.666666667,1.89E-05,0.692307692,0.5,0.222222222,0.533333333,0.333333333,0.583333333
0.111111111,1,1.72E-05,0.505154639,0.222222222,0.489795918,0.666666667,0.5,0.952380952
0.333333333,1,3.47E-05,0.825,0.666666667,0.106060606,0.466666667,0.142857143,0.777777778
0.470588235,0.882352941,4.84E-05,0.798165138,0.529411765,0.126436782,0.242647059,0.1,0.60952381
0.3,0.8,6.12E-05,0.873873874,0.7,0.072164948,0.311111111,0.111111111,0.556666667
0.125,1,8.52E-05,0.857142857,0.75,0.083333333,0.642857143,0.454545455,0.94047619
0.5,1,4.94E-05,0.854545455,0.833333333,0.085106383,0.533333333,0.25,0.777777778
0.440677966,0.847457627,9.06E-05,0.878693624,0.779661017,0.069026549,0.068381064,0.106382979,0.538801237
0.428571429,0.428571429,3.74E-05,0.855670103,0.714285714,0.084337349,0.333333333,0.333333333,0.204761905
0.466666667,0.866666667,4.16E-05,0.7734375,0.533333333,0.146464646,0.276190476,0.166666667,0.670740741
0.466666667,0.933333333,2.58E-05,0.447897623,0.3,0.616326531,0.347126437,0.076923077,0.832844933
0,1,2.37E-05,0.6,0.333333333,0.333333333,1,0.6,1
0,1,4.21E-06,0.210526316,0,1.875,1,0.6,1
0,1,3.10E-05,0.662921348,0.666666667,0.254237288,1,0.6,1
0,1,2.21E-05,0.583333333,0.5,0.357142857,1,0.6,1
0.434782609,0.826086957,3.15E-05,0.680473373,0.5,0.234782609,0.104347826,0.057142857,0.650960272
0.432432432,0.891891892,5.82E-05,0.814064362,0.864864865,0.11420205,0.117117117,0.026315789,0.617795718
0.428571429,0.857142857,2.70E-05,0.681818182,0.714285714,0.233333333,0.666666667,0.6,0.619047619
0.428571429,0.607142857,7.21E-05,0.893854749,0.642857143,0.059375,0.100529101,0.03030303,0.43622449
0.444444444,0.866666667,5.08E-05,0.765575502,0.555555556,0.153103448,0.112121212,0.025641026,0.698517162
0.333333333,1,0.000101974,0.932692308,1,0.036082474,0.466666667,0.142857143,0.777777778
0.5,0.8,7.88E-05,0.886524823,0.8,0.064,0.355555556,0.333333333,0.576666667
0.2,0.3,3.22E-05,0.836065574,0.7,0.098039216,0.222222222,0.2,0.15
0.125,0.625,3.82E-05,0.788617886,0.5,0.134020619,0.464285714,0.333333333,0.55
0.461538462,0.923076923,3.20E-05,0.725274725,0.615384615,0.189393939,0.320512821,0.125,0.776556777
0.142857143,0.857142857,3.96E-05,0.733333333,0.714285714,0.181818182,0.761904762,0.714285714,0.80952381
